value
0.449301009
0.306140506
0.257476553
0.3753318
0.252521678
0.037515484
0.559370023
0.023181738
0.374093081
0.051495311
0.078747124
0.042824279
0.380286675
0.300831711
0.215537073
0.434436383
0.662537604
0.308971863
0.210405238
0.188816139
0.143160503
0.373031322
0.225092904
0.372500442
0.071137852
0.126703238
0.029552292
0.008317112
0.424349673
0.473367546
0.065298177
0.075738807
0.028844452
0.167227039
0.075915767
0.560254822
0.341178552
0.502388958
0.308617944
0.308440984
0.350380464
0.078216245
0.429304548
0.233410016
0.063705539
0.206512122
0.055388427
0.290391081
0.253229517
0.315696337
0.517961423
0.030614051
0.221376747
0.13590515
0.330030083
0.431074146
0.19784109
0.356751018
0.067244735
0.155370731
0.039108122
0.088125995
0.287205804
0.4167404
0.146876659
0.066713856
0.205627323
0.415324721
0.269863741
0.331445762
0.209166519
0.363475491
0.632454433
0.648557777
0.298354274
0.078039285
0.162095204
0.691028137
0.450539727
0.069368253
0.347018227
0.537073084
0.339055035
0.47920722
0.2295169
0.101397983
0.214475314
0.146876659
0.192709255
0.358520616
0.465935233
0.436736861
0.063705539
0.434436383
0.121571403
0.102105822
0.402406654
0.290391081
0.212351796
0.377278358
